hotel_id,price,stock,city,date,language,mobile,avatar_id
807,300,33,amsterdam,19,cypriot,1,78512
676,92,7,amsterdam,19,cypriot,1,78512
902,182,32,amsterdam,19,cypriot,1,78512
680,159,8,amsterdam,19,cypriot,1,78512
750,119,11,amsterdam,19,cypriot,1,78512
103,191,46,amsterdam,19,cypriot,1,78512
743,175,24,amsterdam,19,cypriot,1,78512
214,203,24,amsterdam,19,cypriot,1,78512
625,199,33,amsterdam,19,cypriot,1,78512
193,156,19,amsterdam,19,cypriot,1,78512
352,105,41,amsterdam,19,cypriot,1,78512
253,270,45,amsterdam,19,cypriot,1,78512
77,289,37,amsterdam,19,cypriot,1,78512
218,217,23,amsterdam,19,cypriot,1,78512
387,275,37,amsterdam,19,cypriot,1,78512
925,131,14,amsterdam,19,cypriot,1,78512
369,80,0,amsterdam,19,cypriot,1,78512
158,160,24,amsterdam,19,cypriot,1,78512
674,127,21,amsterdam,19,cypriot,1,78512
821,116,18,amsterdam,19,cypriot,1,78512
779,197,36,amsterdam,19,cypriot,1,78512
163,184,38,amsterdam,19,cypriot,1,78512
264,84,4,amsterdam,19,cypriot,1,78512
548,242,59,amsterdam,19,cypriot,1,78512
86,118,1,amsterdam,19,cypriot,1,78512
517,121,24,amsterdam,19,cypriot,1,78512
878,115,26,amsterdam,19,cypriot,1,78512
760,210,23,amsterdam,19,cypriot,1,78512
921,97,18,amsterdam,19,cypriot,1,78512
891,130,8,amsterdam,19,cypriot,1,78512
510,272,50,amsterdam,19,cypriot,1,78512
505,115,16,amsterdam,19,cypriot,1,78512
960,283,36,amsterdam,19,cypriot,1,78512
303,224,25,amsterdam,19,cypriot,1,78512
212,226,22,amsterdam,19,cypriot,1,78512
45,185,18,amsterdam,19,cypriot,1,78512
892,238,19,amsterdam,19,cypriot,1,78512
594,245,69,amsterdam,19,cypriot,1,78512
375,112,15,amsterdam,19,cypriot,1,78512
256,82,6,amsterdam,19,cypriot,1,78512
762,184,19,amsterdam,19,cypriot,1,78512
493,185,16,amsterdam,19,cypriot,1,78512
752,279,37,amsterdam,19,cypriot,1,78512
515,316,30,amsterdam,19,cypriot,1,78512
627,112,0,amsterdam,19,cypriot,1,78512
917,292,39,amsterdam,19,cypriot,1,78512
34,83,8,amsterdam,19,cypriot,1,78512
