hotel_id,price,stock,city,date,language,mobile,avatar_id,order_requests
727,129,0,copenhagen,17,maltese,1,78463,1
349,247,20,copenhagen,17,maltese,1,78463,1
348,173,23,copenhagen,17,maltese,1,78463,1
528,372,25,copenhagen,17,maltese,1,78463,1
401,208,16,copenhagen,17,maltese,1,78463,1
332,239,22,copenhagen,17,maltese,1,78463,1
463,103,0,copenhagen,17,maltese,1,78463,1
78,355,25,copenhagen,17,maltese,1,78463,1
541,138,15,copenhagen,17,maltese,1,78463,1
983,90,10,copenhagen,17,maltese,1,78463,1
844,337,27,copenhagen,17,maltese,1,78463,1
771,343,26,copenhagen,17,maltese,1,78463,1
92,89,16,copenhagen,17,maltese,1,78463,1
958,254,15,copenhagen,17,maltese,1,78463,1
506,134,7,copenhagen,17,maltese,1,78463,1
289,149,11,copenhagen,17,maltese,1,78463,1
434,121,4,copenhagen,17,maltese,1,78463,1
514,283,37,copenhagen,17,maltese,1,78463,1
711,149,14,copenhagen,17,maltese,1,78463,1
422,408,25,copenhagen,17,maltese,1,78463,1
805,169,31,copenhagen,17,maltese,1,78463,1
698,210,31,copenhagen,17,maltese,1,78463,1
994,205,17,copenhagen,17,maltese,1,78463,1
707,330,28,copenhagen,17,maltese,1,78463,1
761,154,12,copenhagen,17,maltese,1,78463,1
531,193,22,copenhagen,17,maltese,1,78463,1
243,103,3,copenhagen,17,maltese,1,78463,1
898,98,7,copenhagen,17,maltese,1,78463,1
655,298,31,copenhagen,17,maltese,1,78463,1
688,93,0,copenhagen,17,maltese,1,78463,1
930,120,34,copenhagen,17,maltese,1,78463,1
973,181,0,copenhagen,17,maltese,1,78463,1
981,100,7,copenhagen,17,maltese,1,78463,1
829,198,17,copenhagen,17,maltese,1,78463,1
445,94,6,copenhagen,17,maltese,1,78463,1
300,154,13,copenhagen,17,maltese,1,78463,1
318,150,17,copenhagen,17,maltese,1,78463,1
249,88,25,copenhagen,17,maltese,1,78463,1
90,212,17,copenhagen,17,maltese,1,78463,1
849,210,16,copenhagen,17,maltese,1,78463,1
691,90,15,copenhagen,17,maltese,1,78463,1
990,174,18,copenhagen,17,maltese,1,78463,1
6,128,13,copenhagen,17,maltese,1,78463,1
407,247,17,copenhagen,17,maltese,1,78463,1
508,215,27,copenhagen,17,maltese,1,78463,1
826,208,31,copenhagen,17,maltese,1,78463,1
122,334,36,copenhagen,17,maltese,1,78463,1
978,317,37,copenhagen,17,maltese,1,78463,1
431,130,0,copenhagen,17,maltese,1,78463,1
100,92,0,copenhagen,17,maltese,1,78463,1
830,95,20,copenhagen,17,maltese,1,78463,1
425,212,20,copenhagen,17,maltese,1,78463,1
91,136,6,copenhagen,17,maltese,1,78463,1
153,265,16,copenhagen,17,maltese,1,78463,1
989,110,7,copenhagen,17,maltese,1,78463,1
611,216,16,copenhagen,17,maltese,1,78463,1
291,217,25,copenhagen,17,maltese,1,78463,1
532,245,19,copenhagen,17,maltese,1,78463,1
757,160,13,copenhagen,17,maltese,1,78463,1
812,212,12,copenhagen,17,maltese,1,78463,1
872,99,12,copenhagen,17,maltese,1,78463,1
350,327,43,copenhagen,17,maltese,1,78463,1
433,152,14,copenhagen,17,maltese,1,78463,1
716,152,6,copenhagen,17,maltese,1,78463,1
435,395,24,copenhagen,17,maltese,1,78463,1
60,100,5,copenhagen,17,maltese,1,78463,1
766,347,23,copenhagen,17,maltese,1,78463,1
938,129,10,copenhagen,17,maltese,1,78463,1
519,221,21,copenhagen,17,maltese,1,78463,1
202,180,19,copenhagen,17,maltese,1,78463,1
772,347,29,copenhagen,17,maltese,1,78463,1
487,176,34,copenhagen,17,maltese,1,78463,1
251,175,6,copenhagen,17,maltese,1,78463,1
562,283,17,copenhagen,17,maltese,1,78463,1
726,345,33,copenhagen,17,maltese,1,78463,1
110,214,16,copenhagen,17,maltese,1,78463,1
922,263,16,copenhagen,17,maltese,1,78463,1
405,103,7,copenhagen,17,maltese,1,78463,1
908,383,22,copenhagen,17,maltese,1,78463,1
894,307,43,copenhagen,17,maltese,1,78463,1
523,110,13,copenhagen,17,maltese,1,78463,1
443,143,13,copenhagen,17,maltese,1,78463,1
142,322,41,copenhagen,17,maltese,1,78463,1
124,282,40,copenhagen,17,maltese,1,78463,1
99,214,9,copenhagen,17,maltese,1,78463,1
622,129,21,copenhagen,17,maltese,1,78463,1
961,217,23,copenhagen,17,maltese,1,78463,1
547,214,17,copenhagen,17,maltese,1,78463,1
690,210,38,copenhagen,17,maltese,1,78463,1
664,301,34,copenhagen,17,maltese,1,78463,1
280,124,38,copenhagen,17,maltese,1,78463,1
36,205,0,copenhagen,17,maltese,1,78463,1
335,96,0,copenhagen,17,maltese,1,78463,1
995,227,24,copenhagen,17,maltese,1,78463,1
638,162,37,copenhagen,17,maltese,1,78463,1
900,249,20,copenhagen,17,maltese,1,78463,1
53,100,5,copenhagen,17,maltese,1,78463,1
559,208,18,copenhagen,17,maltese,1,78463,1
58,279,16,copenhagen,17,maltese,1,78463,1
951,88,17,copenhagen,17,maltese,1,78463,1
267,184,2,copenhagen,17,maltese,1,78463,1
43,84,40,copenhagen,17,maltese,1,78463,1
96,143,14,copenhagen,17,maltese,1,78463,1
1,101,0,copenhagen,17,maltese,1,78463,1
194,126,0,copenhagen,17,maltese,1,78463,1
32,186,1,copenhagen,17,maltese,1,78463,1
