hotel_id,price,stock,city,date,language,mobile,avatar_id,order_requests
658,151,90,amsterdam,37,romanian,0,78530,1
628,150,90,amsterdam,37,romanian,0,78530,1
157,231,164,amsterdam,37,romanian,0,78530,1
326,233,178,amsterdam,37,romanian,0,78530,1
660,141,80,amsterdam,37,romanian,0,78530,1
809,222,175,amsterdam,37,romanian,0,78530,1
917,254,179,amsterdam,37,romanian,0,78530,1
821,103,74,amsterdam,37,romanian,0,78530,1
902,164,135,amsterdam,37,romanian,0,78530,1
777,140,98,amsterdam,37,romanian,0,78530,1
441,173,120,amsterdam,37,romanian,0,78530,1
581,145,38,amsterdam,37,romanian,0,78530,1
172,111,65,amsterdam,37,romanian,0,78530,1
807,242,174,amsterdam,37,romanian,0,78530,1
604,106,69,amsterdam,37,romanian,0,78530,1
140,101,73,amsterdam,37,romanian,0,78530,1
517,105,81,amsterdam,37,romanian,0,78530,1
505,99,76,amsterdam,37,romanian,0,78530,1
82,104,72,amsterdam,37,romanian,0,78530,1
163,166,126,amsterdam,37,romanian,0,78530,1
570,98,73,amsterdam,37,romanian,0,78530,1
510,256,172,amsterdam,37,romanian,0,78530,1
256,76,37,amsterdam,37,romanian,0,78530,1
594,230,203,amsterdam,37,romanian,0,78530,1
603,223,174,amsterdam,37,romanian,0,78530,1
10,151,88,amsterdam,37,romanian,0,78530,1
892,171,122,amsterdam,37,romanian,0,78530,1
22,148,80,amsterdam,37,romanian,0,78530,1
715,142,86,amsterdam,37,romanian,0,78530,1
212,169,120,amsterdam,37,romanian,0,78530,1
211,147,92,amsterdam,37,romanian,0,78530,1
196,103,36,amsterdam,37,romanian,0,78530,1
548,227,201,amsterdam,37,romanian,0,78530,1
410,104,68,amsterdam,37,romanian,0,78530,1
588,166,96,amsterdam,37,romanian,0,78530,1
346,164,125,amsterdam,37,romanian,0,78530,1
88,111,68,amsterdam,37,romanian,0,78530,1
264,73,36,amsterdam,37,romanian,0,78530,1
591,232,184,amsterdam,37,romanian,0,78530,1
387,227,184,amsterdam,37,romanian,0,78530,1
743,141,86,amsterdam,37,romanian,0,78530,1
921,71,83,amsterdam,37,romanian,0,78530,1
223,141,90,amsterdam,37,romanian,0,78530,1
676,68,36,amsterdam,37,romanian,0,78530,1
77,242,171,amsterdam,37,romanian,0,78530,1
34,73,36,amsterdam,37,romanian,0,78530,1
352,99,77,amsterdam,37,romanian,0,78530,1
627,101,69,amsterdam,37,romanian,0,78530,1
515,244,175,amsterdam,37,romanian,0,78530,1
417,138,98,amsterdam,37,romanian,0,78530,1
45,144,88,amsterdam,37,romanian,0,78530,1
271,74,37,amsterdam,37,romanian,0,78530,1
269,148,93,amsterdam,37,romanian,0,78530,1
465,223,190,amsterdam,37,romanian,0,78530,1
685,233,173,amsterdam,37,romanian,0,78530,1
52,142,86,amsterdam,37,romanian,0,78530,1
117,74,35,amsterdam,37,romanian,0,78530,1
760,161,133,amsterdam,37,romanian,0,78530,1
311,102,42,amsterdam,37,romanian,0,78530,1
366,75,73,amsterdam,37,romanian,0,78530,1
105,142,88,amsterdam,37,romanian,0,78530,1
146,165,122,amsterdam,37,romanian,0,78530,1
925,97,73,amsterdam,37,romanian,0,78530,1
625,173,122,amsterdam,37,romanian,0,78530,1
752,231,183,amsterdam,37,romanian,0,78530,1
916,103,71,amsterdam,37,romanian,0,78530,1
806,244,173,amsterdam,37,romanian,0,78530,1
960,244,172,amsterdam,37,romanian,0,78530,1
933,150,90,amsterdam,37,romanian,0,78530,1
891,103,36,amsterdam,37,romanian,0,78530,1
375,99,71,amsterdam,37,romanian,0,78530,1
111,104,69,amsterdam,37,romanian,0,78530,1
234,135,92,amsterdam,37,romanian,0,78530,1
835,102,78,amsterdam,37,romanian,0,78530,1
455,137,87,amsterdam,37,romanian,0,78530,1
253,233,165,amsterdam,37,romanian,0,78530,1
475,96,75,amsterdam,37,romanian,0,78530,1
567,71,36,amsterdam,37,romanian,0,78530,1
783,81,35,amsterdam,37,romanian,0,78530,1
369,72,36,amsterdam,37,romanian,0,78530,1
585,74,38,amsterdam,37,romanian,0,78530,1
214,161,125,amsterdam,37,romanian,0,78530,1
442,160,134,amsterdam,37,romanian,0,78530,1
307,103,70,amsterdam,37,romanian,0,78530,1
429,217,185,amsterdam,37,romanian,0,78530,1
880,106,70,amsterdam,37,romanian,0,78530,1
16,151,80,amsterdam,37,romanian,0,78530,1
430,157,136,amsterdam,37,romanian,0,78530,1
230,100,69,amsterdam,37,romanian,0,78530,1
450,163,134,amsterdam,37,romanian,0,78530,1
657,160,135,amsterdam,37,romanian,0,78530,1
969,75,42,amsterdam,37,romanian,0,78530,1
460,82,36,amsterdam,37,romanian,0,78530,1
158,138,90,amsterdam,37,romanian,0,78530,1
706,107,66,amsterdam,37,romanian,0,78530,1
724,231,172,amsterdam,37,romanian,0,78530,1
971,138,90,amsterdam,37,romanian,0,78530,1
557,109,74,amsterdam,37,romanian,0,78530,1
224,135,88,amsterdam,37,romanian,0,78530,1
750,104,35,amsterdam,37,romanian,0,78530,1
86,104,134,amsterdam,37,romanian,0,78530,1
967,73,94,amsterdam,37,romanian,0,78530,1
778,106,70,amsterdam,37,romanian,0,78530,1
166,104,84,amsterdam,37,romanian,0,78530,1
945,140,102,amsterdam,37,romanian,0,78530,1
103,171,123,amsterdam,37,romanian,0,78530,1
493,144,82,amsterdam,37,romanian,0,78530,1
745,103,37,amsterdam,37,romanian,0,78530,1
878,99,100,amsterdam,37,romanian,0,78530,1
680,144,38,amsterdam,37,romanian,0,78530,1
373,103,73,amsterdam,37,romanian,0,78530,1
630,143,98,amsterdam,37,romanian,0,78530,1
85,98,77,amsterdam,37,romanian,0,78530,1
779,170,132,amsterdam,37,romanian,0,78530,1
529,217,184,amsterdam,37,romanian,0,78530,1
762,148,85,amsterdam,37,romanian,0,78530,1
218,174,116,amsterdam,37,romanian,0,78530,1
101,239,177,amsterdam,37,romanian,0,78530,1
587,151,87,amsterdam,37,romanian,0,78530,1
12,75,35,amsterdam,37,romanian,0,78530,1
317,159,129,amsterdam,37,romanian,0,78530,1
918,243,173,amsterdam,37,romanian,0,78530,1
193,138,77,amsterdam,37,romanian,0,78530,1
303,165,136,amsterdam,37,romanian,0,78530,1
9,80,90,amsterdam,37,romanian,0,78530,1
9,84,0,amsterdam,14,romanian,1,78507,1
581,148,8,amsterdam,14,romanian,1,78507,1
835,102,37,amsterdam,14,romanian,1,78507,1
628,150,14,amsterdam,14,romanian,1,78507,1
442,189,19,amsterdam,14,romanian,1,78507,1
375,105,4,amsterdam,14,romanian,1,78507,1
515,330,18,amsterdam,14,romanian,1,78507,1
917,328,22,amsterdam,14,romanian,1,78507,1
410,126,11,amsterdam,14,romanian,1,78507,1
218,232,12,amsterdam,14,romanian,1,78507,1
806,266,32,amsterdam,14,romanian,1,78507,1
346,236,15,amsterdam,14,romanian,1,78507,1
685,325,17,amsterdam,14,romanian,1,78507,1
223,150,0,amsterdam,14,romanian,1,78507,1
196,109,0,amsterdam,14,romanian,1,78507,1
10,151,8,amsterdam,14,romanian,1,78507,1
630,153,0,amsterdam,14,romanian,1,78507,1
679,150,7,amsterdam,14,romanian,1,78507,1
625,187,19,amsterdam,14,romanian,1,78507,1
821,109,12,amsterdam,14,romanian,1,78507,1
918,335,23,amsterdam,14,romanian,1,78507,1
253,315,25,amsterdam,14,romanian,1,78507,1
594,251,34,amsterdam,14,romanian,1,78507,1
809,323,19,amsterdam,14,romanian,1,78507,1
548,227,44,amsterdam,14,romanian,1,78507,1
570,107,7,amsterdam,14,romanian,1,78507,1
724,294,25,amsterdam,14,romanian,1,78507,1
585,74,15,amsterdam,14,romanian,1,78507,1
34,78,3,amsterdam,14,romanian,1,78507,1
591,313,24,amsterdam,14,romanian,1,78507,1
967,78,16,amsterdam,14,romanian,1,78507,1
465,325,22,amsterdam,14,romanian,1,78507,1
417,176,10,amsterdam,14,romanian,1,78507,1
111,145,8,amsterdam,14,romanian,1,78507,1
230,150,7,amsterdam,14,romanian,1,78507,1
777,178,12,amsterdam,14,romanian,1,78507,1
85,125,8,amsterdam,14,romanian,1,78507,1
627,105,0,amsterdam,14,romanian,1,78507,1
892,224,12,amsterdam,14,romanian,1,78507,1
214,234,12,amsterdam,14,romanian,1,78507,1
807,323,17,amsterdam,14,romanian,1,78507,1
743,165,16,amsterdam,14,romanian,1,78507,1
105,173,14,amsterdam,14,romanian,1,78507,1
783,99,0,amsterdam,14,romanian,1,78507,1
366,78,0,amsterdam,14,romanian,1,78507,1
880,128,3,amsterdam,14,romanian,1,78507,1
103,179,36,amsterdam,14,romanian,1,78507,1
326,284,25,amsterdam,14,romanian,1,78507,1
567,91,4,amsterdam,14,romanian,1,78507,1
715,173,12,amsterdam,14,romanian,1,78507,1
307,125,11,amsterdam,14,romanian,1,78507,1
77,333,17,amsterdam,14,romanian,1,78507,1
211,147,0,amsterdam,14,romanian,1,78507,1
969,81,7,amsterdam,14,romanian,1,78507,1
657,174,17,amsterdam,14,romanian,1,78507,1
510,319,26,amsterdam,14,romanian,1,78507,1
960,330,18,amsterdam,14,romanian,1,78507,1
157,294,26,amsterdam,14,romanian,1,78507,1
317,195,20,amsterdam,14,romanian,1,78507,1
493,174,9,amsterdam,14,romanian,1,78507,1
163,173,24,amsterdam,14,romanian,1,78507,1
441,211,20,amsterdam,14,romanian,1,78507,1
82,108,12,amsterdam,14,romanian,1,78507,1
387,330,17,amsterdam,14,romanian,1,78507,1
52,173,12,amsterdam,14,romanian,1,78507,1
172,130,8,amsterdam,14,romanian,1,78507,1
752,326,19,amsterdam,14,romanian,1,78507,1
430,157,36,amsterdam,14,romanian,1,78507,1
224,142,26,amsterdam,14,romanian,1,78507,1
916,120,11,amsterdam,14,romanian,1,78507,1
505,108,10,amsterdam,14,romanian,1,78507,1
778,108,0,amsterdam,14,romanian,1,78507,1
140,151,6,amsterdam,14,romanian,1,78507,1
933,150,0,amsterdam,14,romanian,1,78507,1
507,125,11,amsterdam,14,romanian,1,78507,1
460,82,0,amsterdam,14,romanian,1,78507,1
373,143,8,amsterdam,14,romanian,1,78507,1
788,108,0,amsterdam,14,romanian,1,78507,1
482,79,0,amsterdam,14,romanian,1,78507,1
101,322,18,amsterdam,14,romanian,1,78507,1
264,79,0,amsterdam,14,romanian,1,78507,1
902,209,20,amsterdam,14,romanian,1,78507,1
45,174,8,amsterdam,14,romanian,1,78507,1
450,170,43,amsterdam,14,romanian,1,78507,1
369,75,0,amsterdam,14,romanian,1,78507,1
658,176,12,amsterdam,14,romanian,1,78507,1
557,111,0,amsterdam,14,romanian,1,78507,1
12,78,2,amsterdam,14,romanian,1,78507,1
674,124,11,amsterdam,14,romanian,1,78507,1
921,91,14,amsterdam,14,romanian,1,78507,1
587,151,0,amsterdam,14,romanian,1,78507,1
283,114,11,amsterdam,14,romanian,1,78507,1
750,112,10,amsterdam,14,romanian,1,78507,1
517,114,14,amsterdam,14,romanian,1,78507,1
158,176,14,amsterdam,14,romanian,1,78507,1
455,174,15,amsterdam,14,romanian,1,78507,1
166,118,12,amsterdam,14,romanian,1,78507,1
88,130,5,amsterdam,14,romanian,1,78507,1
193,147,9,amsterdam,14,romanian,1,78507,1
352,99,33,amsterdam,14,romanian,1,78507,1
867,147,7,amsterdam,14,romanian,1,78507,1
212,234,12,amsterdam,14,romanian,1,78507,1
706,125,2,amsterdam,14,romanian,1,78507,1
16,176,0,amsterdam,14,romanian,1,78507,1
529,237,20,amsterdam,14,romanian,1,78507,1
603,264,19,amsterdam,14,romanian,1,78507,1
117,74,7,amsterdam,14,romanian,1,78507,1
83,174,14,amsterdam,14,romanian,1,78507,1
891,122,6,amsterdam,14,romanian,1,78507,1
588,173,0,amsterdam,14,romanian,1,78507,1
779,185,20,amsterdam,14,romanian,1,78507,1
925,123,8,amsterdam,14,romanian,1,78507,1
604,128,10,amsterdam,14,romanian,1,78507,1
760,220,14,amsterdam,14,romanian,1,78507,1
660,171,10,amsterdam,14,romanian,1,78507,1
271,81,0,amsterdam,14,romanian,1,78507,1
971,176,14,amsterdam,14,romanian,1,78507,1
680,150,1,amsterdam,14,romanian,1,78507,1
945,178,14,amsterdam,14,romanian,1,78507,1
